INCOME_ID,AGE,BUCKET,CHILD_NO,CUSTOMER_ID,EDUCATION,FIRST_JOB,HH_MEMBERS,HOUSEHOLD_ID,HOUSE_OWNER,INCOME,INSTALLMENT_AMT,INSTALLMENT_NM,INTODEFAULT,LOAN_AMT,LOAN_ID,MARRIED,PAST_DUE_AMT,REPORTING_DATE
5481217,41,3,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-03-31
5481217,41,4,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-04-30
5481217,41,5,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-05-31
5481217,41,6,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-06-30
5481217,41,7,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-07-31
5481217,41,8,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-08-31
5481217,41,9,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-09-30
5481217,41,10,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-10-31
5481217,41,11,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-11-30
5481217,41,12,0,5,Secondary,N,2,5766086,Y,4515,155.17,12,N,1862,953777,Y,0,2010-12-31
5481217,42,13,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-01-31
5481217,42,14,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-02-28
5481217,42,15,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-03-31
5481217,42,16,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-04-30
5481217,42,17,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-05-31
5481217,42,18,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-06-30
5481217,42,19,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-07-31
5481217,42,20,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-08-31
5481217,42,21,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-09-30
5481217,42,22,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-10-31
5481217,42,23,0,5,Secondary,N,2,5766086,Y,5418,155.17,12,N,1862,953777,Y,0,2011-11-30
5481236,29,1,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-01-31
5481236,29,2,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-02-28
5481236,29,3,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-03-31
5481236,29,4,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-04-30
5481236,29,5,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-05-31
5481236,29,6,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-06-30
5481236,29,7,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-07-31
5481236,29,8,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-08-31
5481236,29,9,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-09-30
5481236,29,10,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-10-31
5481236,29,11,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-11-30
5481236,29,12,4,6,Higher Education,N,5,5766109,N,5106,478.33,24,N,11480,953778,N,0,2010-12-31
5481236,30,13,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-01-31
5481236,30,14,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-02-28
5481236,30,15,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-03-31
5481236,30,16,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-04-30
5481236,30,17,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-05-31
5481236,30,18,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-06-30
5481236,30,19,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-07-31
5481236,30,20,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-08-31
5481236,30,21,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-09-30
5481236,30,22,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-10-31
5481236,30,23,4,6,Higher Education,N,5,5766109,N,6127,478.33,24,N,11480,953778,N,0,2011-11-30
5481253,32,1,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,N,7921,953779,Y,0,2010-01-31
5481253,32,2,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,N,7921,953779,Y,0,2010-02-28
5481253,32,3,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,507,2010-03-31
5481253,32,4,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,980,2010-04-30
5481253,32,5,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,1119,2010-05-31
5481253,32,6,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,1315,2010-06-30
5481253,32,7,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,1721,2010-07-31
5481253,32,8,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,1881,2010-08-31
5481253,32,9,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,2004,2010-09-30
5481253,32,10,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,2138,2010-10-31
5481253,32,11,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,2480,2010-11-30
5481253,32,12,0,7,Higher Education,N,2,5766130,Y,3677,660.08,12,Y,7921,953779,Y,3135,2010-12-31
5481253,33,13,0,7,Higher Education,N,2,5766130,Y,4412,660.08,12,Y,7921,953779,Y,3135,2011-01-31
5481253,33,14,0,7,Higher Education,N,2,5766130,Y,4412,660.08,12,Y,7921,953779,Y,3135,2011-02-28
5481271,28,1,1,8,Secondary,N,2,5766153,N,4159,280.54,24,Y,6733,953780,N,56.11,2010-01-31
5481271,28,2,1,8,Secondary,N,2,5766153,N,4159,280.54,24,Y,6733,953780,N,119,2010-02-28
5481271,28,3,1,8,Secondary,N,2,5766153,N,4159,280.54,24,Y,6733,953780,N,387,2010-03-31
5481289,23,1,3,9,Higher Education,N,5,5766175,N,2659,178.63,72,N,12861,953781,Y,0,2010-01-31
5481289,23,2,3,9,Higher Education,N,5,5766175,N,2659,178.63,72,N,12861,953781,Y,0,2010-02-28
5481289,23,3,3,9,Higher Education,N,5,5766175,N,2659,178.63,72,N,12861,953781,Y,0,2010-03-31
5481308,23,1,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-01-31
5481308,23,2,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-02-28
5481308,23,3,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-03-31
5481308,23,4,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-04-30
5481308,23,5,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-05-31
5481308,23,6,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-06-30
5481308,23,7,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-07-31
5481308,23,8,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-08-31
5481308,23,9,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-09-30
5481308,23,10,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-10-31
5481308,23,11,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-11-30
5481308,23,12,1,10,Secondary,Y,3,5766196,N,4892,856.75,12,N,10281,953867,Y,0,2010-12-31
5481308,24,13,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-01-31
5481308,24,14,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-02-28
5481308,24,15,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-03-31
5481308,24,16,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-04-30
5481308,24,17,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-05-31
5481308,24,18,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-06-30
5481308,24,19,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-07-31
5481308,24,20,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-08-31
5481308,24,21,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-09-30
5481308,24,22,1,10,Secondary,Y,3,5766196,N,5870,856.75,12,N,10281,953867,Y,0,2011-10-31
5481326,32,1,1,11,Secondary,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-01-31
5481326,32,2,1,11,Secondary,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-02-28
5481326,32,3,1,11,Secondary,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-03-31
5481326,32,4,1,11,Higher Education,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-04-30
5481326,32,5,1,11,Higher Education,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-05-31
5481326,32,6,1,11,Higher Education,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-06-30
5481326,32,7,1,11,Higher Education,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-07-31
5481326,32,8,1,11,Secondary,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-08-31
5481326,32,9,1,11,Secondary,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-09-30
5481326,32,10,1,11,Higher Education,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-10-31
5481326,32,11,1,11,Secondary,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-11-30
5481326,32,12,1,11,Higher Education,N,2,5766218,N,4264,1074.67,12,N,12896,953868,N,0,2010-12-31
5481326,33,13,1,11,Higher Education,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-01-31
5481326,33,14,1,11,Secondary,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-02-28
5481326,33,15,1,11,Secondary,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-03-31
5481326,33,16,1,11,Higher Education,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-04-30
5481326,33,17,1,11,Higher Education,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-05-31
5481326,33,18,1,11,Secondary,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-06-30
5481326,33,19,1,11,Higher Education,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-07-31
5481326,33,20,1,11,Secondary,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-08-31
5481326,33,21,1,11,Secondary,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-09-30
5481326,33,22,1,11,Secondary,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-10-31
5481326,33,23,1,11,Higher Education,N,2,5766218,N,5117,1074.67,12,N,12896,953868,N,0,2011-11-30
5481344,20,1,0,12,Higher Education,Y,1,5766223,N,4451,876.63,48,N,42078,953870,N,0,2010-01-31
5481344,20,2,0,12,Higher Education,Y,1,5766223,N,4451,876.63,48,N,42078,953870,N,0,2010-02-28
5481344,20,3,0,12,Higher Education,Y,1,5766223,N,4451,876.63,48,N,42078,953870,N,0,2010-03-31
5481344,20,4,0,12,Higher Education,Y,1,5766223,N,4451,876.63,48,N,42078,953870,N,0,2010-04-30
5481360,35,1,0,13,Secondary,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-01-31
5481360,35,2,0,13,Secondary,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-02-28
5481360,35,3,0,13,Secondary,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-03-31
5481360,35,4,0,13,Higher Education,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-04-30
5481360,35,5,0,13,Higher Education,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-05-31
5481360,35,6,0,13,Higher Education,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-06-30
5481360,35,7,0,13,Secondary,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-07-31
5481360,35,8,0,13,Higher Education,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-08-31
5481360,35,9,0,13,Higher Education,N,1,5766224,N,3444,89.67,12,N,1076,953873,N,0,2010-09-30
5481361,18,1,1,14,Higher Education,Y,3,5766240,N,2484,534.0,24,N,12816,953874,Y,0,2010-01-31
5481362,45,1,1,15,Higher Education,N,2,5766241,N,3947,171.39,72,N,12340,953924,N,0,2010-01-31
5481378,36,1,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-01-31
5481378,36,2,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-02-28
5481378,36,3,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-03-31
5481378,36,4,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-04-30
5481378,36,5,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-05-31
5481378,36,6,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-06-30
5481378,36,7,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-07-31
5481378,36,8,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-08-31
5481378,36,9,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-09-30
5481378,36,10,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-10-31
5481378,36,11,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-11-30
5481378,36,12,1,16,Higher Education,N,3,5766248,Y,5442,870.33,48,N,41776,953931,Y,0,2010-12-31
5481378,37,13,1,16,Higher Education,N,3,5766248,Y,5986,870.33,48,N,41776,953931,Y,0,2011-01-31
5481378,37,14,1,16,Higher Education,N,3,5766248,Y,5986,870.33,48,N,41776,953931,Y,0,2011-02-28
5481378,37,15,1,16,Higher Education,N,3,5766248,Y,5986,870.33,48,N,41776,953931,Y,0,2011-03-31
5481378,37,16,1,16,Higher Education,N,3,5766248,Y,5986,870.33,48,N,41776,953931,Y,0,2011-04-30
5481378,37,17,1,16,Higher Education,N,3,5766248,Y,5986,870.33,48,N,41776,953931,Y,0,2011-05-31
5481378,37,18,1,16,Higher Education,N,3,5766248,Y,5986,870.33,48,N,41776,953931,Y,0,2011-06-30
5481378,37,19,1,16,Higher Education,N,3,5766248,Y,5986,870.33,48,N,41776,953931,Y,0,2011-07-31
5481378,37,20,1,16,Higher Education,N,3,5766248,Y,5986,870.33,48,N,41776,953931,Y,0,2011-08-31
5481394,42,1,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-01-31
5481394,42,2,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-02-28
5481394,42,3,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-03-31
5481394,42,4,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-04-30
5481394,42,5,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-05-31
5481394,42,6,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-06-30
5481394,42,7,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-07-31
5481394,42,8,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-08-31
5481394,42,9,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-09-30
5481394,42,10,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-10-31
5481394,42,11,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-11-30
5481394,42,12,0,17,Higher Education,N,2,5766271,Y,15224,156.25,24,N,3750,953935,Y,0,2010-12-31
5481410,25,1,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-01-31
5481410,25,2,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-02-28
5481410,25,3,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-03-31
5481410,25,4,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-04-30
5481410,25,5,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-05-31
5481410,25,6,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-06-30
5481410,25,7,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-07-31
5481410,25,8,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-08-31
5481410,25,9,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-09-30
5481410,25,10,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-10-31
5481410,25,11,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-11-30
5481410,25,12,0,18,Higher Education,N,2,5766294,N,2970,1046.64,36,N,37679,953939,Y,0,2010-12-31
5481410,26,13,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-01-31
5481410,26,14,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-02-28
5481410,26,15,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-03-31
5481410,26,16,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-04-30
5481410,26,17,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-05-31
5481410,26,18,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-06-30
5481410,26,19,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-07-31
5481410,26,20,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-08-31
5481410,26,21,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-09-30
5481410,26,22,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-10-31
5481410,26,23,0,18,Higher Education,N,2,5766294,N,3564,1046.64,36,N,37679,953939,Y,0,2011-11-30
5481428,37,1,0,19,Higher Education,N,1,5766316,N,4194,935.94,72,N,67388,953944,N,0,2010-01-31
5481428,37,2,0,19,Higher Education,N,1,5766316,N,4194,935.94,72,N,67388,953944,N,0,2010-02-28
